Columna 1;Columna 2;Columna1
Qichwa simipi simikunaqa rimanakunapas sutikunapas pisi simikunapas kankumanmi. Qillqana maytuqa maypi llamkayniykuna ruranaymi. Qillqasqakunaqa allin chanin qillqasqawanmi kananku. Yachachiqqa ancha yachayninta yachakuqkunaman mirarichinanmi.;Las palabras en quechua pueden ser verbos, nombres o partículas. El cuaderno es donde hago mis trabajos. Los textos tienen que estar escritos con buena ortografía. El profesor debe transmitir sus saberes a los estudiantes.;
Qichwa simipi simikunaqa rimanakunapas sutikunapas pisi simikunapas kankumanmi. Yachakuqpa siminkuna riqsiyqa mayqan simikunapi llamk'ananchiktam yanapawanchik. Qichwapi simi patmap kaqninqa manam huk rikch'aqllachu. Harawitam kuyasqay mamaypaq qillqasaq.;Las palabras en quechua pueden ser verbos, nombres o partículas. Realizar la caracterización psicolingüística nos ayuda a planificar en qué lengua trabajar. En el quechua la estructura de la sílaba no es de una sola clase. Escribiré un poema para mi madre querida.;
Allin kawsaypaq kamachikuyninchikkunata hunt'ananchikmi. Qillqasqakunaqa allin chanin qillqasqawanmi kananku. Hukllachasqa qillqayqa allinmi huk niraqllata qillqanapaq. Yachay wasipim warmakuna yachakuyta qispichinku.;Tenemos que cumplir con nuestras normas de convivencia. Los textos tienen que estar escritos con buena ortografía. La normalización de la escritura es buena para escribir de una sola manera. En la escuela los niños logran aprender.;
Allin kawsaypaq kamachikuyninchikkunata hunt'ananchikmi. Qichwapi simi patmap kaqninqa manam huk rikch'aqllachu. Hukllachasqa qillqayqa allinmi huk niraqllata qillqanapaq. Yachakuqpa siminkuna riqsiyqa mayqan simikunapi llamk'ananchiktam yanapawanchik.;Tenemos que cumplir con nuestras normas de convivencia. En el quechua la estructura de la sílaba no es de una sola clase. La normalización de la escritura es buena para escribir de una sola manera. Realizar la caracterización psicolingüística nos ayuda a planificar en qué lengua trabajar.;
Qillqasqa paqarichiyqa Llapan Willanakuypa huk kaq atiyninmi. Yachakuqkunaqa runa simipi allintam ñawinchachkanku. Rimaypa kaqninkunaqa ruraqwan rimasqawan. Qillqasqakunaqa allin chanin qillqasqawanmi kananku.;La producción de textos es una competencia del área de Comunicación. Los estudiantes están leyendo muy bien en quechua. Los elementos de la oración son el sujeto y el predicado. Los textos tienen que estar escritos con buena ortografía.;
Yachay wasipim warmakuna yachakuyta qispichinku. Yachakuqkunaqa runa simipi allintam ñawinchachkanku. Yachachiqqa ancha yachayninta yachakuqkunaman mirarichinanmi. Harawitam kuyasqay mamaypaq qillqasaq.;En la escuela los niños logran aprender. Los estudiantes están leyendo muy bien en quechua. El profesor debe transmitir sus saberes a los estudiantes. Escribiré un poema para mi madre querida.;
Qhali kawsayta tarinanchikpaqqa Pacha Mamanchikwanpas ayllunchikwanpas sumaqtam kawsananchik. Pacha Mama waqaychaytaqa wawanchikkunamanpas yachachinanchikmi. Alli chakra-aruqqa shumaq killata rikarkur imatapis rurayta qallaykun.;Para encontrar una vida saludable debemos vivir en armonía con nuestra Madre Naturaleza y nuestro ayllu. La conservación del ambiente es algo que debemos enseñar a nuestros hijos. Un buen agricultor observa bien la luna antes de empezar a hacer algo.;
Ayllup huñunakuyninpi churanakuspa rimamusunchik. Sapa ayllupim yachaqkunaqa yachayninta riqsichiwanchik. Llapa imap sutinmi sutiqa. Mirkapanchikta taqay wakcha runakunata yawachishun.;Vamos a debatir en la reunión de la comunidad. En cada comunidad los sabios nos dan a conocer sus saberes. El sustantivo es el nombre de todas las cosas. Compartamos nuestro refrigerio con aquellas personas pobres.;
Chakranchikkunapiqa ñawra kawsaykunatam uywananchik. Qayna p'unchawqa muhuta huqarirqanchik, kunantaq uqata tarpusunchik. Qhali kawsayta tarinanchikpaqqa Pacha Mamanchikwanpas ayllunchikwanpas sumaqtam kawsananchik. Wach'i q'umiryayqa intip k'anchayninwanpas q'uñiyninwanpas kamakunmi.;En nuestras chacras debemos criar diversidad de alimentos. Ayer recogimos las semillas, hoy sembraremos ocas. Para encontrar una vida saludable debemos vivir en armonía con nuestra Madre Naturaleza y nuestro ayllu. La fotosíntesis se produce con el calor y los rayos luminosos del sol.;
Anti markanchikkunachawqa imayka laaya papakunatami unay patsakunapita muruyan. Chakranchikkunapiqa ñawra kawsaykunatam uywananchik. Wach'i q'umiryayqa intip k'anchayninwanpas q'uñiyninwanpas kamakunmi.;En los pueblos andinos siembran diferentes especies de papa desde hace mucho tiempo. En nuestras chacras debemos criar diversidad de alimentos. La fotosíntesis se produce con el calor y los rayos luminosos del sol.;
Qhali kawsayta tarinanchikpaqqa Pacha Mamanchikwanpas ayllunchikwanpas sumaqtam kawsananchik. Tiqsi muyup tukuy imanpas manam kakllachu qhipan, llapanmi ñawparin. Wach'i q'umiryayqa intip k'anchayninwanpas q'uñiyninwanpas kamakunmi.;Para encontrar una vida saludable debemos vivir en armonía con nuestra Madre Naturaleza y nuestro ayllu. Los elementos del mundo no quedan estáticos, todo está en evolución. La fotosíntesis se produce con el calor y los rayos luminosos del sol.;
Qichwa simipi simikunaqa rimanakunapas sutikunapas pisi simikunapas kankumanmi. Rimaypa kaqninkunaqa ruraqwan rimasqawan. Yachachiqqa ancha yachayninta yachakuqkunaman mirarichinanmi. Sutikunaqa achahap qillqankunawanmi qillqakun.;Las palabras en quechua pueden ser verbos, nombres o partículas. Los elementos de la oración son el sujeto y el predicado. El profesor debe transmitir sus saberes a los estudiantes. Los nombres se escriben con las letras del alfabeto.;
Sapa ayllupim yachaqkunaqa yachayninta riqsichiwanchik. Qhipa wiñaqkunaqa ayllup chaninkunata chinkachichkanku, hinatam machu runakuna ninku. Ayllup huñunakuyninpi churanakuspa rimamusunchik. Qullqita quptiykiqa chaskisqata mañakunayki.;En cada comunidad los sabios nos dan a conocer sus saberes. Los ancianos dicen que los jóvenes de ahora están perdiendo los valores comunales. Vamos a debatir en la reunión de la comunidad. Cuando entregues el dinero debes pedir el recibo.;
Qillqasqakunaqa allin chanin qillqasqawanmi kananku. Qichwa simipi simikunaqa rimanakunapas sutikunapas pisi simikunapas kankumanmi. Yachay wasipim warmakuna yachakuyta qispichinku.;Los textos tienen que estar escritos con buena ortografía. Las palabras en quechua pueden ser verbos, nombres o partículas. En la escuela los niños logran aprender.;
Yachakuqkunaqa runa simipi allintam ñawinchachkanku. Yachachiqqa ancha yachayninta yachakuqkunaman mirarichinanmi. Allin kawsaypaq kamachikuyninchikkunata hunt'ananchikmi. Qillqasqa umanchayqa qillqanapaq yuyaykuna paqarichiymi.;Los estudiantes están leyendo muy bien en quechua. El profesor debe transmitir sus saberes a los estudiantes. Tenemos que cumplir con nuestras normas de convivencia. La planificación del texto es generar ideas para la escritura.;
Tiqsi muyup tukuy imanpas manam kakllachu qhipan, llapanmi ñawparin. Anti markanchikkunachawqa imayka laaya papakunatami unay patsakunapita muruyan. Pacha Mamataqa ninawan kachaykuspam waqllichinchik.;Los elementos del mundo no quedan estáticos, todo está en evolución. En los pueblos andinos siembran diferentes especies de papa desde hace mucho tiempo. Quemando el entorno estamos generando contaminación ambiental.;
Pichqakuchuqa huk laaya patsatupu siqimi. Kay pakikunata chunkayashqa yupakunaman tikrachiy. Chuskukuchu pampaqa imapaqtaq. Mirachiy aypushqa kapuypita huk shuqanta qillqay.;El pentágono es un tipo de figura geométrica. Convierte estas fracciones a números decimales. ¿Para qué nos sirve el plano cartesiano? Da un ejemplo de la propiedad distributiva de la multiplicación.;
Pacha Mamataqa ninawan kachaykuspam waqllichinchik. Qhali kawsayta tarinanchikpaqqa Pacha Mamanchikwanpas ayllunchikwanpas sumaqtam kawsananchik. Pacha Mama waqaychaytaqa wawanchikkunamanpas yachachinanchikmi. Alli chakra-aruqqa shumaq killata rikarkur imatapis rurayta qallaykun.;Quemando el entorno estamos generando contaminación ambiental. Para encontrar una vida saludable debemos vivir en armonía con nuestra Madre Naturaleza y nuestro ayllu. La conservación del ambiente es algo que debemos enseñar a nuestros hijos. Un buen agricultor observa bien la luna antes de empezar a hacer algo.;
Pacha Mamataqa ninawan kachaykuspam waqllichinchik. Tiqsi muyup tukuy imanpas manam kakllachu qhipan, llapanmi ñawparin. Alli chakra-aruqqa shumaq killata rikarkur imatapis rurayta qallaykun. Usya killakunachawqa chaqchuqllawanmi mallkikunata parqunchik.;Quemando el entorno estamos generando contaminación ambiental. Los elementos del mundo no quedan estáticos, todo está en evolución. Un buen agricultor observa bien la luna antes de empezar a hacer algo. En los meses secos regamos las plantas con el aspersor.;
Qillqana maytuqa maypi llamkayniykuna ruranaymi. Qichwa simipi simikunaqa rimanakunapas sutikunapas pisi simikunapas kankumanmi. Yachakuqkunaqa runa simipi allintam ñawinchachkanku. Sutikunaqa achahap qillqankunawanmi qillqakun.;El cuaderno es donde hago mis trabajos. Las palabras en quechua pueden ser verbos, nombres o partículas. Los estudiantes están leyendo muy bien en quechua. Los nombres se escriben con las letras del alfabeto.;
Qullqita quptiykiqa chaskisqata mañakunayki. Mirkapanchikta taqay wakcha runakunata yawachishun. Qichwa runa kawsayqa may chaninmi. Llaqtakunaqa kawsayninchikmanhina ari t'aqanakunchikpas, sutiyanakunchikpas.;Cuando entregues el dinero debes pedir el recibo. Compartamos nuestro refrigerio con aquellas personas pobres. La cultura del pueblo quechua es muy valiosa. Las sociedades, así como los hombres, nos dividimos y nos damos un nombre.;
Qhipa wiñaqkunaqa ayllup chaninkunata chinkachichkanku, hinatam machu runakuna ninku. Yachakuq wawakunapas ayllu ruraykunapiqa yanapakunkum. Ayllup huñunakuyninpi churanakuspa rimamusunchik. Mirkapanchikta taqay wakcha runakunata yawachishun.;Los ancianos dicen que los jóvenes de ahora están perdiendo los valores comunales. Los niños estudiantes también ayudan en las actividades comunales. Vamos a debatir en la reunión de la comunidad. Compartamos nuestro refrigerio con aquellas personas pobres.;
Mirkapanchikta taqay wakcha runakunata yawachishun. Llaqtakunaqa kawsayninchikmanhina ari t'aqanakunchikpas, sutiyanakunchikpas. Sapa ayllupim yachaqkunaqa yachayninta riqsichiwanchik. Llapa imap sutinmi sutiqa.;Compartamos nuestro refrigerio con aquellas personas pobres. Las sociedades, así como los hombres, nos dividimos y nos damos un nombre. En cada comunidad los sabios nos dan a conocer sus saberes. El sustantivo es el nombre de todas las cosas.;
Sapa ayllupim yachaqkunaqa yachayninta riqsichiwanchik. Llapa imap sutinmi sutiqa. Kaqninchikkuna yupaychasqa kananpaqqa ñuqanchikpas hukkunap kaqninta yupaychananchikmi. Llapankunami aktaman shutiqillqankunata churayashqa.;En cada comunidad los sabios nos dan a conocer sus saberes. El sustantivo es el nombre de todas las cosas. Para que nuestros derechos sean respetados, nosotros también debemos respetar los derechos de los demás. Todos pusieron su firma en el acta.;
Yupakunata ñiqichay, yupana ruraymi qichuyqa. Pichqakuchuqa huk laaya patsatupu siqimi. Kay pakikunata chunkayashqa yupakunaman tikrachiy. Chiqanakuna tiqichaw pakayupata ashiy.;Ordena estos números, la resta es una operación matemática. El pentágono es un tipo de figura geométrica. Convierte estas fracciones a números decimales. Ubica la ecuación en el gráfico de rectas.;
Qayna p'unchawqa muhuta huqarirqanchik, kunantaq uqata tarpusunchik. Usya killakunachawqa chaqchuqllawanmi mallkikunata parqunchik. Wach'i q'umiryayqa intip k'anchayninwanpas q'uñiyninwanpas kamakunmi. Chakranchikkunapiqa ñawra kawsaykunatam uywananchik.;Ayer recogimos las semillas, hoy sembraremos ocas. En los meses secos regamos las plantas con el aspersor. La fotosíntesis se produce con el calor y los rayos luminosos del sol. En nuestras chacras debemos criar diversidad de alimentos.;
Pacha Mamataqa ninawan kachaykuspam waqllichinchik. Anti markanchikkunachawqa imayka laaya papakunatami unay patsakunapita muruyan. Usya killakunachawqa chaqchuqllawanmi mallkikunata parqunchik. Pacha Mama waqaychaytaqa wawanchikkunamanpas yachachinanchikmi.;Quemando el entorno estamos generando contaminación ambiental. En los pueblos andinos siembran diferentes especies de papa desde hace mucho tiempo. En los meses secos regamos las plantas con el aspersor. La conservación del ambiente es algo que debemos enseñar a nuestros hijos.;
Ayllup huñunakuyninpi churanakuspa rimamusunchik. Kaqninchikkuna yupaychasqa kananpaqqa ñuqanchikpas hukkunap kaqninta yupaychananchikmi. Qullqita quptiykiqa chaskisqata mañakunayki. Llapankunami aktaman shutiqillqankunata churayashqa.;Vamos a debatir en la reunión de la comunidad. Para que nuestros derechos sean respetados, nosotros también debemos respetar los derechos de los demás. Cuando entregues el dinero debes pedir el recibo. Todos pusieron su firma en el acta.;
Pacha Mamataqa ninawan kachaykuspam waqllichinchik. Anti markanchikkunachawqa imayka laaya papakunatami unay patsakunapita muruyan. Alli chakra-aruqqa shumaq killata rikarkur imatapis rurayta qallaykun. Chakranchikkunapiqa ñawra kawsaykunatam uywananchik.;Quemando el entorno estamos generando contaminación ambiental. En los pueblos andinos siembran diferentes especies de papa desde hace mucho tiempo. Un buen agricultor observa bien la luna antes de empezar a hacer algo. En nuestras chacras debemos criar diversidad de alimentos.;
Pacha Mama waqaychaytaqa wawanchikkunamanpas yachachinanchikmi. Wach'i q'umiryayqa intip k'anchayninwanpas q'uñiyninwanpas kamakunmi. Tiqsi muyup tukuy imanpas manam kakllachu qhipan, llapanmi ñawparin.;La conservación del ambiente es algo que debemos enseñar a nuestros hijos. La fotosíntesis se produce con el calor y los rayos luminosos del sol. Los elementos del mundo no quedan estáticos, todo está en evolución.;
Usya killakunachawqa chaqchuqllawanmi mallkikunata parqunchik. Pacha Mamanchikqa tukuy imatam kawsananchikpaq uywapuwanchik. Parapas, chikchipas, muyuq wayrapas Pacha Mamap kawsayninmi kanku. Tiqsi muyup tukuy imanpas manam kakllachu qhipan, llapanmi ñawparin.;En los meses secos regamos las plantas con el aspersor. Nuestra Madre Tierra se encarga de la crianza de alimentos para nuestra existencia. Son fenómenos naturales la lluvia, la granizada y los huracanes. Los elementos del mundo no quedan estáticos, todo está en evolución.;
Wach'i q'umiryayqa intip k'anchayninwanpas q'uñiyninwanpas kamakunmi. Anti markanchikkunachawqa imayka laaya papakunatami unay patsakunapita muruyan. Pacha Mama waqaychaytaqa wawanchikkunamanpas yachachinanchikmi.;La fotosíntesis se produce con el calor y los rayos luminosos del sol. En los pueblos andinos siembran diferentes especies de papa desde hace mucho tiempo. La conservación del ambiente es algo que debemos enseñar a nuestros hijos.;
Pichqakuchuqa huk laaya patsatupu siqimi. Ishkay chimpashqa pakipa yapanqa chusaqmi. Aypuqqa manami chusaq kanmantsu. Chiqanakuna tiqichaw pakayupata ashiy.;El pentágono es un tipo de figura geométrica. La suma de dos fracciones opuestas es cero. El divisor no puede ser cero. Ubica la ecuación en el gráfico de rectas.;
Allin kawsaypaq kamachikuyninchikkunata hunt'ananchikmi. Harawitam kuyasqay mamaypaq qillqasaq. Yachakuqpa siminkuna riqsiyqa mayqan simikunapi llamk'ananchiktam yanapawanchik. Hukllachasqa qillqayqa allinmi huk niraqllata qillqanapaq.;Tenemos que cumplir con nuestras normas de convivencia. Escribiré un poema para mi madre querida. Realizar la caracterización psicolingüística nos ayuda a planificar en qué lengua trabajar. La normalización de la escritura es buena para escribir de una sola manera.;
